name,code,alias,level,status,latitude,longitude,parent_name,parent_code
Крестецкий район,49214,krestetskii-raion,2,,58.280011,32.421456,Новгородская область,49
Фаленский район,33243,falenskii-raion,2,,58.27791,51.55815,Кировская область,33
Парабельский,69244,parabelskii,2,,58.261623,80.389013,Томская область,69
Шарьинский район,34248,sharinskii-raion,2,,58.260326,45.533958,Костромская область,34
Ярский район,94252,iarskii-raion,2,,58.254417,52.074573,Удмуртская Республика,94
Мантуровский район,34220,manturovskii-raion,2,,58.243406,44.447922,Костромская область,34
Лесной район,28236,lesnoi-raion,2,,58.243216,35.604124,Тверская область,28
Кушвинский,654701,kushvinskii,2,,58.240317,59.482656,Свердловская область,65
Струго-Красненский район,58256,strugo-krasnenskii-raion,2,,58.215974,28.986218,Псковская область,58
Тобольск,71410,tobolsk,2,,58.201698,68.253762,Тюменская область,71
Туринский,65254,turinskii,2,,58.196039,63.565634,Свердловская область,65
Глазовский район,94210,glazovskii-raion,2,,58.192615,52.715575,Удмуртская Республика,94
Краснокамский район,86034,krasnokamskii-raion,2,,58.167987,55.896294,Пермский край,57
Тавдинский,65248,tavdinskii,2,,58.162542,65.352365,Свердловская область,65
Куменский район,33220,kumenskii-raion,2,,58.160372,50.016964,Кировская область,33
Карагинский район,30124,karaginskii-raion,2,,58.157447,161.633123,Камчатский край,30
Сусанинский район,34244,susaninskii-raion,2,,58.148154,41.555571,Костромская область,34
Глазов,94420,glazov,2,,58.14081,52.674235,Удмуртская Республика,94
Верещагинский район,85938,vereshchaginskii-raion,2,,58.131546,54.517865,Пермский край,57
Рыбинский район,78240,rybinskii-raion,2,,58.122934,38.888284,Ярославская область,78
Даниловский район,78215,danilovskii-raion,2,,58.117882,40.116191,Ярославская область,78
Молоковский район,28242,molokovskii-raion,2,,58.114735,36.601641,Тверская область,28
Нытвенский район,85968,nytvenskii-raion,2,,58.113955,55.367645,Пермский край,57
ЗАТО Свободный,655721,zato-svobodnyi,2,,58.113166,60.473255,Свердловская область,65
Мамско-Чуйский район,25224,mamsko-chuiskii-raion,2,,58.106119,112.291342,Иркутская область,25
Краснохолмский район,28232,krasnokholmskii-raion,2,,58.100769,37.213591,Тверская область,28
Нижняя Салда,654771,nizhniaia-salda,2,,58.074855,60.702577,Свердловская область,65
Солецкий район,49238,soletskii-raion,2,,58.073175,30.180627,Новгородская область,49
Рыбинск,78415,rybinsk,2,,58.048454,38.858406,Ярославская область,78
Кезский район,94224,kezskii-raion,2,,58.014383,53.708914,Удмуртская Республика,94
Пермь,86037,perm,2,,58.010374,56.229398,Пермский край,57
Алапаевский р-н,652012,alapaevskii-r-n,2,,57.995962,62.001919,Свердловская область,65
Парфинский район,49230,parfinskii-raion,2,,57.986493,31.866774,Новгородская область,49
Верхошижемский район,33208,verkhoshizhemskii-raion,2,,57.984117,49.134459,Кировская область,33
Киренский район,25220,kirenskii-raion,2,,57.977584,109.212348,Иркутская область,25
Удомельский район,28256,udomelskii-raion,2,,57.960032,34.992021,Тверская область,28
Некоузский район,78223,nekouzskii-raion,2,,57.953853,37.894262,Ярославская область,78
Верхнесалдинский,652111,verkhnesaldinskii,2,,57.94954,60.670615,Свердловская область,65
Бологовский район,28208,bologovskii-raion,2,,57.946937,34.023727,Тверская область,28
Тутаевский район,78243,tutaevskii-raion,2,,57.945475,39.574148,Ярославская область,78
Усть-Илимск,25438,ust-ilimsk,2,,57.943039,102.741523,Иркутская область,25
Костромской район,34214,kostromskoi-raion,2,,57.933909,41.193631,Костромская область,34
Валдайский район,49208,valdaiskii-raion,2,,57.925489,33.130622,Новгородская область,49
Балезинский район,94204,balezinskii-raion,2,,57.924954,52.977551,Удмуртская Республика,94
Юкаменский район,94248,iukamenskii-raion,2,,57.91395,52.182075,Удмуртская Республика,94
Нижний Тагил,654761,nizhnii-tagil,2,,57.907605,59.972211,Свердловская область,65
Лысьвенский район,85965,lysvenskii-raion,2,,57.90618,58.000077,Пермский край,57
Очерский район,85983,ocherskii-raion,2,,57.892143,54.62825,Пермский край,57
Судиславский район,34242,sudislavskii-raion,2,,57.891468,41.708141,Костромская область,34
Сунский район,33237,sunskii-raion,2,,57.878822,50.025615,Кировская область,33
Старорусский район,49239,starorusskii-raion,2,,57.87675,31.401554,Новгородская область,49
Псковский район,58249,pskovskii-raion,2,,57.872165,28.458916,Псковская область,58
Озерный,28553,ozernyi,2,,57.86957,33.692833,Тверская область,28
Волотовский район,49210,volotovskii-raion,2,,57.858478,30.7134,Новгородская область,49
Алапаевск,652011,alapaevsk,2,,57.853038,61.702672,Свердловская область,65
Максатихинский район,28240,maksatikhinskii-raion,2,,57.837499,35.860198,Тверская область,28
Усть-Ишимский район,52257,ust-ishimskii-raion,2,,57.826622,71.082161,Омская область,52
Островский район,34230,ostrovskii-raion,2,,57.822754,42.328149,Костромская область,34
Ветлужский район,22218,vetluzhskii-raion,2,,57.820995,45.549059,Нижегородская область,22
Псков,58401,pskov,2,,57.819365,28.331786,Псковская область,58
Богородский район,33206,bogorodskii-raion,2,,57.81541,50.811506,Кировская область,33
Дновский район,58212,dnovskii-raion,2,,57.812083,30.110837,Псковская область,58
Мышкинский район,78221,myshkinskii-raion,2,,57.809062,38.393196,Ярославская область,78
Пермский район,85986,permskii-raion,2,,57.787124,55.729001,Пермский край,57
Макарьевский район,34218,makarevskii-raion,2,,57.782398,44.043078,Костромская область,34
Сонковский район,28251,sonkovskii-raion,2,,57.774916,37.217831,Тверская область,28
Шахунский район,22258,shakhunskii-raion,2,,57.774177,46.503222,Нижегородская область,22
Арбажский район,33202,arbazhskii-raion,2,,57.769377,48.318807,Кировская область,33
Кострома,34401,kostroma,2,,57.767961,40.926858,Костромская область,34
Тоншаевский район,22253,tonshaevskii-raion,2,,57.767851,47.214257,Нижегородская область,22
Вагайский район,712131,vagaiskii-raion,2,,57.767136,69.574878,Тюменская область,71
Молчановский,69240,molchanovskii,2,,57.740973,84.193432,Томская область,69
Кадыйский район,34210,kadyiskii-raion,2,,57.736659,43.10733,Костромская область,34
Звездный,85987,zvezdnyi,2,,57.735006,56.316355,Пермский край,57
Большесельский район,78203,bolsheselskii-raion,2,,57.726188,38.991671,Ярославская область,78
Бежецкий район,28204,bezhetskii-raion,2,,57.725669,36.555153,Тверская область,28
Первомайский,69248,pervomaiskii,2,,57.724329,86.70805,Томская область,69
Чаинский,69256,chainskii,2,,57.722483,82.382339,Томская область,69
Порховский район,58247,porkhovskii-raion,2,,57.702829,29.399658,Псковская область,58
Демянский район,49212,demianskii-raion,2,,57.69207,32.565447,Новгородская область,49
Красногорский район,94230,krasnogorskii-raion,2,,57.687004,52.4907,Удмуртская Республика,94
Некрасовский район,78226,nekrasovskii-raion,2,,57.677135,40.3656,Ярославская область,78
Печорский район,58240,pechorskii-raion,2,,57.67494,27.691808,Псковская область,58
Унинский район,33240,uninskii-raion,2,,57.66851,51.412722,Кировская область,33
Оханский район,85980,okhanskii-raion,2,,57.657312,55.218075,Пермский край,57
Солнечный,28556,solnechnyi,2,,57.65619,34.455772,Тверская область,28
Тигильский район,30132,tigilskii-raion,2,,57.647531,158.727747,Камчатский край,30
Тевризский район,52255,tevrizskii-raion,2,,57.639419,72.871686,Омская область,52
Березовский район,85932,berezovskii-raion,2,,57.633681,57.546481,Пермский край,57
Дебесский район,94214,debesskii-raion,2,,57.630785,53.803318,Удмуртская Республика,94
Казачинский район,4220,kazachinskii-raion,2,,57.630703,93.3246,Красноярский край,4
Ярославль,78401,iaroslavl,2,,57.626569,39.893787,Ярославская область,78
Нижнетавдинский район,712321,nizhnetavdinskii-raion,2,,57.625918,66.002593,Тюменская область,71
Слободо-Туринский район,65239,slobodo-turinskii-raion,2,,57.605686,64.448058,Свердловская область,65
Ярославский район,78250,iaroslavskii-raion,2,,57.603632,39.532969,Ярославская область,78
Тужинский район,33238,tuzhinskii-raion,2,,57.603169,47.826207,Кировская область,33
Усть-Илимский район,25242,ust-ilimskii-raion,2,,57.592611,101.640018,Иркутская область,25
Нолинский район,33227,nolinskii-raion,2,,57.583619,49.818769,Кировская область,33
Красносельский район,34216,krasnoselskii-raion,2,,57.581732,41.331684,Костромская область,34
Ярковский район,712581,iarkovskii-raion,2,,57.571221,67.176107,Тюменская область,71
Кесовогорский район,28226,kesovogorskii-raion,2,,57.564821,37.286516,Тверская область,28
Кедровый,80418,kedrovyi,2,,57.564285,79.56259,Томская область,69
Пировский район,4245,pirovskii-raion,2,,57.548293,91.97322,Красноярский край,4
Большесосновский район,85935,bolshesosnovskii-raion,2,,57.542651,54.45563,Пермский край,57
Заволжский район,24205,zavolzhskii-raion,2,,57.531651,42.090419,Ивановская область,24
Советский район,33236,sovetskii-raion,2,,57.53037,48.975808,Кировская область,33
Дедовичский район,58210,dedovichskii-raion,2,,57.530226,30.019936,Псковская область,58
Поддорский район,49234,poddorskii-raion,2,,57.521435,31.052621,Новгородская область,49
Вышневолоцкий район,28212,vyshnevolotskii-raion,2,,57.513619,34.293375,Тверская область,28
Игринский район,94218,igrinskii-raion,2,,57.510796,53.066844,Удмуртская Республика,94
Тарский район,52254,tarskii-raion,2,,57.509771,74.632788,Омская область,52
Палкинский район,58237,palkinskii-raion,2,,57.509316,27.989312,Псковская область,58
Немский район,33226,nemskii-raion,2,,57.504399,50.56844,Кировская область,33
Варнавинский район,22215,varnavinskii-raion,2,,57.500893,44.893414,Нижегородская область,22
Фировский район,28257,firovskii-raion,2,,57.495752,33.677391,Тверская область,28
Уренский район,22254,urenskii-raion,2,,57.48302,45.810738,Нижегородская область,22
Байкаловский район,65208,baikalovskii-raion,2,,57.477175,63.68511,Свердловская область,65
Кировградский,654531,kirovgradskii,2,,57.461236,59.889602,Свердловская область,65
Спировский район,28252,spirovskii-raion,2,,57.459687,35.183731,Тверская область,28
Тегульдетский,69252,teguldetskii,2,,57.456153,88.223553,Томская область,69
Угличский район,78246,uglichskii-raion,2,,57.446259,38.349385,Ярославская область,78
Нерехтский район,34226,nerekhtskii-raion,2,,57.444177,40.746719,Костромская область,34
Волгоречинск,34406,volgorechinsk,2,,57.439464,41.157456,Костромская область,34
Невьянский,652271,nevianskii,2,,57.436019,60.468449,Свердловская область,65
Кунгурский район,85962,kungurskii-raion,2,,57.404153,56.56041,Пермский край,57
Пижанский район,33231,pizhanskii-raion,2,,57.403639,48.521512,Кировская область,33
Режевской,652361,rezhevskoi,2,,57.399473,61.238881,Свердловская область,65
Верхний Тагил,6545351,verkhnii-tagil,2,,57.371768,59.934132,Свердловская область,65
Лебяжский район,33221,lebiazhskii-raion,2,,57.370506,49.514043,Кировская область,33
Тасеевский район,4252,taseevskii-raion,2,,57.360255,94.864744,Красноярский край,4
Селтинский район,94239,seltinskii-raion,2,,57.350801,51.978606,Удмуртская Республика,94
Кашинский район,28224,kashinskii-raion,2,,57.348971,37.439957,Тверская область,28
Тонкинский район,22252,tonkinskii-raion,2,,57.348097,46.332479,Нижегородская область,22
Маревский район,49223,marevskii-raion,2,,57.344852,32.122632,Новгородская область,49
Кикнурский район,33216,kiknurskii-raion,2,,57.343444,47.125656,Кировская область,33
Приволжский район,24220,privolzhskii-raion,2,,57.339991,41.397288,Ивановская область,24
Кишертский район,85953,kishertskii-raion,2,,57.339738,57.602509,Пермский край,57
Артемовский,652021,artemovskii,2,,57.338402,61.894651,Свердловская область,65
Шарканский район,94246,sharkanskii-raion,2,,57.336275,53.840077,Удмуртская Республика,94
Гаврилов-Ямский район,78212,gavrilov-iamskii-raion,2,,57.336017,39.89066,Ярославская область,78
Асиновский,69208,asinovskii,2,,57.335308,85.511333,Томская область,69
Шалинский,652571,shalinskii,2,,57.332325,58.58824,Свердловская область,65
Борисоглебский район,78206,borisoglebskii-raion,2,,57.33027,38.988536,Ярославская область,78
Вичугский район,24201,vichugskii-raion,2,,57.319871,41.751296,Ивановская область,24
Кинешемский район,24211,kineshemskii-raion,2,,57.28587,42.387698,Ивановская область,24
Осинский район,85977,osinskii-raion,2,,57.277779,55.695575,Пермский край,57
Лихославльский район,28238,likhoslavlskii-raion,2,,57.276913,35.563018,Тверская область,28
Частинский район,86004,chastinskii-raion,2,,57.271234,54.777999,Пермский край,57
Бирилюсский район,4206,biriliusskii-raion,2,,57.253093,90.642132,Красноярский край,4
Кривошеински,69236,krivosheinski,2,,57.252985,84.016635,Томская область,69
Юрьевецкий район,24237,iurevetskii-raion,2,,57.251135,42.955595,Ивановская область,24
Рамешковский район,28247,rameshkovskii-raion,2,,57.2504,36.27257,Тверская область,28
Фурмановский район,24231,furmanovskii-raion,2,,57.246626,41.041896,Ивановская область,24
Островский район,58233,ostrovskii-raion,2,,57.231751,28.610965,Псковская область,58
Яранский район,33250,iaranskii-raion,2,,57.231469,47.933457,Кировская область,33
Сокольский район,22259,sokolskii-raion,2,,57.21068,43.367248,Нижегородская область,22
Осташковский район,28245,ostashkovskii-raion,2,,57.201505,33.093279,Тверская область,28
Ковернинский район,22234,koverninskii-raion,2,,57.201125,43.988397,Нижегородская область,22
Знаменский район,52212,znamenskii-raion,2,,57.199301,73.610964,Омская область,52
Новоуральский,655401,novouralskii,2,,57.172669,59.996753,Свердловская область,65
Сюмский район,94241,siumskii-raion,2,,57.166686,51.480787,Удмуртская Республика,94
Краснобаковский район,22235,krasnobakovskii-raion,2,,57.155338,45.25504,Нижегородская область,22
Якшур-Бодьинский район,94250,iakshur-bodinskii-raion,2,,57.153458,52.998904,Удмуртская Республика,94
Тюмень,71401,tiumen,2,,57.153033,65.534328,Тюменская область,71
Бежаницкий район,58204,bezhanitskii-raion,2,,57.145085,30.017744,Псковская область,58
Новоржевский район,58223,novorzhevskii-raion,2,,57.133163,29.331288,Псковская область,58
Ординский район,85974,ordinskii-raion,2,,57.12668,56.740055,Пермский край,57
Комсомольский район,24213,komsomolskii-raion,2,,57.114283,40.384913,Ивановская область,24
Холмский район,49247,kholmskii-raion,2,,57.114205,31.185949,Новгородская область,49
Шарангский район,22256,sharangskii-raion,2,,57.103354,46.460723,Нижегородская область,22
Ростовский район,78237,rostovskii-raion,2,,57.099228,39.353468,Ярославская область,78
Родниковский район,24223,rodnikovskii-raion,2,,57.085775,41.724481,Ивановская область,24
Калязинский район,28222,kaliazinskii-raion,2,,57.085711,37.986358,Тверская область,28
Суксунский район,85995,suksunskii-raion,2,,57.080018,57.502599,Пермский край,57
Ивановский район,24207,ivanovskii-raion,2,,57.07969,40.802873,Ивановская область,24
Сернурский район,88248,sernurskii-raion,2,,57.074827,49.074066,Республика Марий Эл,88
Уржумский район,33241,urzhumskii-raion,2,,57.067385,50.087886,Кировская область,33
Пыталовский район,58253,pytalovskii-raion,2,,57.057235,27.949957,Псковская область,58
Тугулымский р-н,652501,tugulymskii-r-n,2,,57.054102,64.58992,Свердловская область,65
Воткинск,94410,votkinsk,2,,57.051806,53.987392,Удмуртская Республика,94
Асбестовский,654091,asbestovskii,2,,57.050357,61.49393,Свердловская область,65
Кувшиновский район,28234,kuvshinovskii-raion,2,,57.047625,34.135972,Тверская область,28
Новоторьяльский район,88236,novotorialskii-raion,2,,57.034971,48.629579,Республика Марий Эл,88
Большемуртинский район,4210,bolshemurtinskii-raion,2,,57.026463,93.018365,Красноярский край,4
Санчурский район,33233,sanchurskii-raion,2,,57.017321,47.212155,Кировская область,33
Кильмезский район,33217,kilmezskii-raion,2,,57.016493,50.974946,Кировская область,33
Лухский район,24215,lukhskii-raion,2,,57.015591,42.419993,Ивановская область,24
Седельниковский район,52252,sedelnikovskii-raion,2,,57.0149,75.573738,Омская область,52
Бакчарский,69212,bakcharskii,2,,57.01341,81.475678,Томская область,69
Пушкиногорский район,58251,pushkinogorskii-raion,2,,57.00549,28.793628,Псковская область,58
Кимрский район,28228,kimrskii-raion,2,,57.00101,37.125314,Тверская область,28
Иваново,24401,ivanovo,2,,57.000348,40.973921,Ивановская область,24
Тюхтетский район,4255,tiukhtetskii-raion,2,,56.996362,89.29227,Красноярский край,4
Среднеуральск,6542051,sredneuralsk,2,,56.991837,60.477136,Свердловская область,65
Увинский район,94244,uvinskii-raion,2,,56.983137,52.187465,Удмуртская Республика,94
Юргинский район,712531,iurginskii-raion,2,,56.97287,67.712482,Тюменская область,71
Пучежский район,24221,puchezhskii-raion,2,,56.972203,42.98859,Ивановская область,24
Верхняя Пышма,654201,verkhniaia-pyshma,2,,56.966958,60.579194,Свердловская область,65
Пеновский район,28246,penovskii-raion,2,,56.952088,32.484725,Тверская область,28
Усть-Кутский район,25244,ust-kutskii-raion,2,,56.95037,105.911255,Иркутская область,25
Абанский район,4201,abanskii-raion,2,,56.9501,96.538377,Красноярский край,4
Ильинский район,24209,ilinskii-raion,2,,56.949029,39.817385,Ивановская область,24
Торжокский район,28254,torzhokskii-raion,2,,56.943059,34.880846,Тверская область,28
Большеуковский район,52206,bolsheukovskii-raion,2,,56.939357,72.307984,Омская область,52
Еловский район,85944,elovskii-raion,2,,56.933484,54.882932,Пермский край,57
Кохма,24207504,kokhma,2,,56.932531,41.093208,Ивановская область,24
Тюменский район,71244,tiumenskii-raion,2,,56.928725,65.673585,Тюменская область,71
Аромашевский район,712071,aromashevskii-raion,2,,56.927605,68.963817,Тюменская область,71
Камышловский р-н,652231,kamyshlovskii-r-n,2,,56.926966,62.705991,Свердловская область,65
Талицкий,652491,talitskii,2,,56.921887,63.781319,Свердловская область,65
Викуловский район,712151,vikulovskii-raion,2,,56.917347,70.77792,Тюменская область,71
Березовский,654121,berezovskii,2,,56.910173,60.798203,Свердловская область,65
Первоуральск,654801,pervouralsk,2,,56.905839,59.943249,Свердловская область,65
Сухой Лог,652401,sukhoi-log,2,,56.905431,62.035542,Свердловская область,65
Воткинский район,94208,votkinskii-raion,2,,56.90458,53.92495,Удмуртская Республика,94
Озёрский,46242,oziorskii,2,,56.898731,37.768822,Московская область,46
Бардымский район,85929,bardymskii-raion,2,,56.893019,55.660432,Пермский край,57
Семеновский район,22247,semenovskii-raion,2,,56.890236,44.560804,Нижегородская область,22
Уинский район,85998,uinskii-raion,2,,56.875497,56.482346,Пермский край,57
Оршанский район,88240,orshanskii-raion,2,,56.873052,47.993931,Республика Марий Эл,88
Нижнеилимский район,25226,nizhneilimskii-raion,2,,56.864571,103.759332,Иркутская область,25
Тверь,28401,tver,2,,56.859611,35.911896,Тверская область,28
Ижевск,94401,izhevsk,2,,56.852593,53.204843,Удмуртская Республика,94
Ачитский,652041,achitskii,2,,56.845249,58.154659,Свердловская область,65
Екатеринбург,654011,ekaterinburg,2,,56.838011,60.597465,Свердловская область,65
Верхне-Ландеховский район,24202,verkhne-landekhovskii-raion,2,,56.836564,42.554632,Ивановская область,24
Дзержинский район,4213,dzerzhinskii-raion,2,,56.829675,95.140455,Красноярский край,4
Воскресенский район,22222,voskresenskii-raion,2,,56.823503,45.547693,Нижегородская область,22
Ялуторовский район,712563,ialutorovskii-raion,2,,56.819577,66.3847,Тюменская область,71
Переславский район,78232,pereslavskii-raion,2,,56.818986,38.727351,Ярославская область,78
Палехский район,24217,palekhskii-raion,2,,56.815611,41.958474,Ивановская область,24
Заречный,654261,zarechnyi,2,,56.814887,61.320636,Свердловская область,65
Красногородский район,58214,krasnogorodskii-raion,2,,56.800528,28.242727,Псковская область,58
Ревда,654841,revda,2,,56.800079,59.908718,Свердловская область,65
Локнянский район,58218,loknianskii-raion,2,,56.793864,30.325633,Псковская область,58
Пышминский р-н,652331,pyshminskii-r-n,2,,56.783658,63.249211,Свердловская область,65
Богданович,652101,bogdanovich,2,,56.776502,62.046295,Свердловская область,65
Кыштовский район,50234,kyshtovskii-raion,2,,56.773987,77.034012,Новосибирская область,50
Куженерский район,88220,kuzhenerskii-raion,2,,56.767885,48.991133,Республика Марий Эл,88
Шегарский,69258,shegarskii,2,,56.766642,83.746835,Томская область,69
Чунский район,25250,chunskii-raion,2,,56.765064,99.702307,Иркутская область,25
Зырянский,69220,zyrianskii,2,,56.764659,87.038109,Томская область,69
Вавожский район,94206,vavozhskii-raion,2,,56.763549,51.802132,Удмуртская Республика,94
Селижаровский район,28250,selizharovskii-raion,2,,56.759849,33.444305,Тверская область,28
Шуйский район,24233,shuiskii-raion,2,,56.75601,41.437443,Ивановская область,24
Дубна,46418,dubna,2,,56.744002,37.173176,Московская область,46
Лежневский район,24214,lezhnevskii-raion,2,,56.740833,40.89424,Ивановская область,24
Тейковский район,24229,teikovskii-raion,2,,56.736651,40.448343,Ивановская область,24
Переславль-Зелесский,78405,pereslavl-zelesskii,2,,56.736093,38.85431,Ярославская область,78
Сорокинский район,712381,sorokinskii-raion,2,,56.735911,69.803113,Тюменская область,71
Параньгинский район,88244,paranginskii-raion,2,,56.723279,49.446516,Республика Марий Эл,88
Советский район,88252,sovetskii-raion,2,,56.720508,48.454057,Республика Марий Эл,88
Нерюнгринский район,98111,neriungrinskii-raion,2,,56.713252,126.283357,Республика Саха (Якутия),98
Мари-Турекский район,88224,mari-turekskii-raion,2,,56.712387,49.822847,Республика Марий Эл,88
Чайковский район,86043,chaikovskii-raion,2,,56.710465,54.360256,Пермский край,57
Городецкий район,22228,gorodetskii-raion,2,,56.710381,43.624544,Нижегородская область,22
Завьяловский район,94216,zavialovskii-raion,2,,56.706918,53.280274,Удмуртская Республика,94
Дегтярск,6548451,degtiarsk,2,,56.698463,60.086674,Свердловская область,65
Чкаловский район,22255,chkalovskii-raion,2,,56.679529,43.068073,Нижегородская область,22
Каларский район,76215,kalarskii-raion,2,,56.667547,118.090057,Забайкальский край,76
Андреапольский район,28202,andreapolskii-raion,2,,56.664435,32.165769,Тверская область,28
Талдомский,46254,taldomskii,2,,56.660532,37.635206,Московская область,46
Опочецкий район,58229,opochetskii-raion,2,,56.648226,28.820074,Псковская область,58
Конаковский район,28230,konakovskii-raion,2,,56.646816,36.599916,Тверская область,28
Большеулуйский район,4211,bolsheuluiskii-raion,2,,56.643748,90.677373,Красноярский край,4
Йошкар-Ола,88401,ioshkar-ola,2,,56.632729,47.895638,Республика Марий Эл,88
Гаврилово-Посадский район,24203,gavrilovo-posadskii-raion,2,,56.628079,40.101881,Ивановская область,24
Торопенский район,28255,toropenskii-raion,2,,56.618423,31.410357,Тверская область,28
Красноуфимск,654681,krasnoufimsk,2,,56.617744,57.770692,Свердловская область,65
Пестяковский район,24219,pestiakovskii-raion,2,,56.61078,42.604624,Ивановская область,24
Северск,80419,seversk,2,,56.603185,84.880913,Томская область,69
Нижнесергиский р-н,652281,nizhnesergiskii-r-n,2,,56.600505,59.461815,Свердловская область,65
Килемарский район,88216,kilemarskii-raion,2,,56.596862,47.043325,Республика Марий Эл,88
Белоярский р-н,652091,beloiarskii-r-n,2,,56.596327,61.304754,Свердловская область,65
Малмыжский район,33223,malmyzhskii-raion,2,,56.593904,50.698947,Кировская область,33
Медведевский район,88228,medvedevskii-raion,2,,56.593755,47.693571,Республика Марий Эл,88
Калининский район,28220,kalininskii-raion,2,,56.591664,35.966846,Тверская область,28
Томский,69254,tomskii,2,,56.588749,84.590739,Томская область,69
Савинский район,24225,savinskii-raion,2,,56.579147,41.298572,Ивановская область,24
Сухобузимский район,4251,sukhobuzimskii-raion,2,,56.57706,93.768171,Красноярский край,4
Южский район,24235,iuzhskii-raion,2,,56.570514,42.033762,Ивановская область,24
Исетский район,712241,isetskii-raion,2,,56.561086,65.435315,Тюменская область,71
Юринский район,88256,iurinskii-raion,2,,56.552087,46.073064,Республика Марий Эл,88
Малопургинский район,94233,malopurginskii-raion,2,,56.549249,52.771307,Удмуртская Республика,94
Куединский район,85959,kuedinskii-raion,2,,56.540892,55.215713,Пермский край,57
Чернушинский район,86010,chernushinskii-raion,2,,56.536713,56.171026,Пермский край,57
Юрьев-Полский район,17256,iurev-polskii-raion,2,,56.535185,39.703865,Владимирская область,17
Шатровский район,37240,shatrovskii-raion,2,,56.517291,64.707536,Курганская область,37
Заводоуковский район,712221,zavodoukovskii-raion,2,,56.511103,66.793344,Тюменская область,71
Старицкий район,28253,staritskii-raion,2,,56.501998,35.1363,Тверская область,28
Октябрьский район,85971,oktiabrskii-raion,2,,56.500045,56.957249,Пермский край,57
Томск,80420,tomsk,2,,56.48466,84.948179,Томская область,69
Балахнинский район,22205,balakhninskii-raion,2,,56.466703,43.40681,Нижегородская область,22
Сарапул,94440,sarapul,2,,56.461621,53.803678,Удмуртская Республика,94
Сергиево-Посадский,46215,sergievo-posadskii,2,,56.458328,38.093087,Московская область,46
Можгинский район,94235,mozhginskii-raion,2,,56.456647,52.061,Удмуртская Республика,94
Северный район,50244,severnyi-raion,2,,56.455781,78.865794,Новосибирская область,50
Голышмановский район,712181,golyshmanovskii-raion,2,,56.449519,68.419043,Тюменская область,71
Полевской,654821,polevskoi,2,,56.446499,60.177072,Свердловская область,65
Можга,94430,mozhga,2,,56.442802,52.213839,Удмуртская Республика,94
Моркинский район,88232,morkinskii-raion,2,,56.442239,48.945095,Республика Марий Эл,88
Омутинский район,712341,omutinskii-raion,2,,56.437681,67.612949,Тюменская область,71
Сысертский,652411,sysertskii,2,,56.432635,60.805407,Свердловская область,65
Александровский район,17205,aleksandrovskii-raion,2,,56.432167,38.723596,Владимирская область,17
Балтасинский район,92215,baltasinskii-raion,2,,56.431709,50.27841,Республика Татарстан (Татарстан),92
Дмитровский,46208,dmitrovskii,2,,56.43151,37.431828,Московская область,46
Новосокольнический район,58226,novosokolnicheskii-raion,2,,56.429524,29.975029,Псковская область,58
Борский район,22211,borskii-raion,2,,56.411516,44.368484,Нижегородская область,22
Усть-Камчатский район,30219,ust-kamchatskii-raion,2,,56.406441,161.386563,Камчатский край,30
Сарапульский район,94237,sarapulskii-raion,2,,56.394625,53.529063,Удмуртская Республика,94
Мариинский район,32216,mariinskii-raion,2,,56.3946,87.797419,Кемеровская область,32
Пустошкинский район,58250,pustoshkinskii-raion,2,,56.385277,29.38657,Псковская область,58
Колосовский район,52221,kolosovskii-raion,2,,56.383453,73.471985,Омская область,52
Каменский,652221,kamenskii,2,,56.374337,61.577339,Свердловская область,65
Емельяновский район,4214,emelianovskii-raion,2,,56.371276,92.550316,Красноярский край,4
Камбарский район,94220,kambarskii-raion,2,,56.370279,54.158126,Удмуртская Республика,94
Суздальский район,17254,suzdalskii-raion,2,,56.368549,40.445172,Владимирская область,17
Клинский,46221,klinskii,2,,56.364241,36.610768,Московская область,46
Ковров,17425,kovrov,2,,56.363628,41.31122,Владимирская область,17
Кизнерский район,94226,kiznerskii-raion,2,,56.363279,51.591145,Удмуртская Республика,94
Ржевский район,28248,rzhevskii-raion,2,,56.352811,34.158825,Тверская область,28
Артинский,652031,artinskii,2,,56.347285,58.507472,Свердловская область,65
Великие Луки,58410,velikie-luki,2,,56.34265,30.523397,Псковская область,58
Красноуфимский р-н,652241,krasnoufimskii-r-n,2,,56.340091,57.705528,Свердловская область,65
Муромцевский район,52234,muromtsevskii-raion,2,,56.332546,75.381543,Омская область,52
Володарский район,22231,volodarskii-raion,2,,56.328289,42.985096,Нижегородская область,22
Камешковский район,17225,kameshkovskii-raion,2,,56.319509,40.889039,Владимирская область,17
Нижнеингашский район,4239,nizhneingashskii-raion,2,,56.313014,97.004639,Красноярский край,4
Лотошинский,46229,lotoshinskii,2,,56.297133,35.731775,Московская область,46
Ачинский район,4203,achinskii-raion,2,,56.287657,90.682044,Красноярский край,4
Боготольский район,4208,bogotolskii-raion,2,,56.286662,89.949621,Красноярский край,4
Киясовский район,94228,kiiasovskii-raion,2,,56.285868,53.184217,Удмуртская Республика,94
Вятско-Полянский район,33210,viatsko-polianskii-raion,2,,56.280726,51.165146,Кировская область,33
Горномарийский район,88208,gornomariiskii-raion,2,,56.275549,46.479659,Республика Марий Эл,88
Канский район,4221,kanskii-raion,2,,56.275419,95.303876,Красноярский край,4
Атнинский район,92213,atninskii-raion,2,,56.27258,49.408544,Республика Татарстан (Татарстан),92
