name,code,alias,level,status,latitude,longitude,parent_name,parent_code
Казачинско-Ленский район,25214,kazachinsko-lenskii-raion,2,,56.270101,107.576867,Иркутская область,25
Ачинск,44030,achinsk,2,,56.269496,90.495231,Красноярский край,4
Себежский район,58254,sebezhskii-raion,2,,56.268376,28.689154,Псковская область,58
Нелидовский район,28243,nelidovskii-raion,2,,56.259968,32.747958,Тверская область,28
Абатский район,712031,abatskii-raion,2,,56.257023,70.459539,Тюменская область,71
Татышлинский,80250,tatyshlinskii,2,,56.255292,55.761906,Республика Башкортостан,80
ЗАТО Железногорск,4535,zato-zheleznogorsk,2,,56.252922,93.532264,Красноярский край,4
Кольчугинский район,17240,kolchuginskii-raion,2,,56.249992,39.451761,Владимирская область,17
Звениговский район,88212,zvenigovskii-raion,2,,56.242749,47.902501,Республика Марий Эл,88
Ишимский район,712261,ishimskii-raion,2,,56.241234,69.328048,Тюменская область,71
Янаульский,80259,ianaulskii,2,,56.235385,54.907186,Республика Башкортостан,80
Упоровский район,712501,uporovskii-raion,2,,56.230892,66.005566,Тюменская область,71
Крутинский район,52226,krutinskii-raion,2,,56.225103,71.523701,Омская область,52
Яйский район,32243,iaiskii-raion,2,,56.2222,86.18321,Кемеровская область,32
Арский район,92212,arskii-raion,2,,56.220864,49.85745,Республика Татарстан (Татарстан),92
Далматовский район,37208,dalmatovskii-raion,2,,56.219898,63.102903,Курганская область,37
Вязниковский район,17210,viaznikovskii-raion,2,,56.218186,42.042673,Владимирская область,17
Кукморский район,92233,kukmorskii-raion,2,,56.215258,50.645156,Республика Татарстан (Татарстан),92
Боготол,44060,bogotol,2,,56.210117,89.531258,Красноярский край,4
Оленинский район,28244,oleninskii-raion,2,,56.208935,33.477049,Тверская область,28
Канск,44200,kansk,2,,56.205045,95.705055,Красноярский край,4
Воротынский район,22221,vorotynskii-raion,2,,56.182977,45.752527,Нижегородская область,22
Козульский район,4226,kozulskii-raion,2,,56.18199,91.440195,Красноярский край,4
Катайский район,37212,kataiskii-raion,2,,56.180202,62.481978,Курганская область,37
Ковровский район,17235,kovrovskii-raion,2,,56.175031,41.264813,Владимирская область,17
Зубцовский район,28218,zubtsovskii-raion,2,,56.174941,34.911173,Тверская область,28
Великолукский район,58206,velikolukskii-raion,2,,56.16822,30.646682,Псковская область,58
Большереченский район,52203,bolsherechenskii-raion,2,,56.167694,74.31845,Омская область,52
Каслинский район,75226,kaslinskii-raion,2,,56.157047,61.416783,Челябинская область,75
Лысковский район,22240,lyskovskii-raion,2,,56.155709,45.158022,Нижегородская область,22
Алнашский район,94202,alnashskii-raion,2,,56.155107,52.529813,Удмуртская Республика,94
Братск,25414,bratsk,2,,56.151362,101.63408,Иркутская область,25
Чебоксары,97401,cheboksary,2,,56.146277,47.250333,Чувашская Республика - Чувашия,97
Кожевниковский,69228,kozhevnikovskii,2,,56.142907,83.622715,Томская область,69
Муйский район,81235,muiskii-raion,2,,56.140841,114.485028,Республика Бурятия,81
Ижморский район,32204,izhmorskii-raion,2,,56.139135,86.80125,Кемеровская область,32
Владимир,17401,vladimir,2,,56.129042,40.40703,Владимирская область,17
Западнодвинский район,28216,zapadnodvinskii-raion,2,,56.123779,31.833509,Тверская область,28
Солнечногорский,46252,solnechnogorskii,2,,56.121496,37.057958,Московская область,46
Красноармейск,46443,krasnoarmeisk,2,,56.120959,38.14094,Московская область,46
Сосновоборск,44330,sosnovoborsk,2,,56.120211,93.335434,Красноярский край,4
Куньинский район,58216,kuninskii-raion,2,,56.114681,31.145193,Псковская область,58
ЗАТО Зеленогорск,45370,zato-zelenogorsk,2,,56.113246,94.589006,Красноярский край,4
Пушкинский,46247,pushkinskii,2,,56.11175,37.841019,Московская область,46
Новочебоксарск,97410,novocheboksarsk,2,,56.109551,47.479125,Чувашская Республика - Чувашия,97
Невельский район,58220,nevelskii-raion,2,,56.093852,29.849732,Псковская область,58
Гороховецкий район,17215,gorokhovetskii-raion,2,,56.091406,42.510992,Владимирская область,17
Нефтекамск,80427,neftekamsk,2,,56.088408,54.248236,Республика Башкортостан,80
Шабринск,37405,shabrinsk,2,,56.087042,63.629747,Курганская область,37
Аскинский,80204,askinskii,2,,56.08552,56.578618,Республика Башкортостан,80
Снежинск,75545,snezhinsk,2,,56.085209,60.732536,Челябинская область,75
Тяжинский район,32234,tiazhinskii-raion,2,,56.085003,88.75867,Кемеровская область,32
Анжеро-Судженс,32404,anzhero-sudzhens,2,,56.083175,86.018216,Кемеровская область,32
Каракулинский район,94222,karakulinskii-raion,2,,56.077513,53.69199,Удмуртская Республика,94
Граховский район,94212,grakhovskii-raion,2,,56.076162,52.081733,Удмуртская Республика,94
Киржачский район,17230,kirzhachskii-raion,2,,56.074057,38.891051,Владимирская область,17
Тайга,32440,taiga,2,,56.065138,85.631024,Кемеровская область,32
Кстовский район,22237,kstovskii-raion,2,,56.059001,44.317522,Нижегородская область,22
